price,title,year,mileage,engine,transmission,body_type,drive_type,color
1 080 000 ₽,Toyota Wish II Рестайлинг,2013,43000км,1.8 л / 143 л.с. / Бензин,вариатор,минивэн,передний,белый
1 100 000 ₽,BMW X5 3.0d I (E53) Рестайлинг,2004,485000км,3.0 л / 218 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
2 400 000 ₽,Infiniti QX50 II,2018,82000км,2.0 л / 272 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,серый
635 000 ₽,УАЗ 3151 31514,2002,30652км,2.5 л / 76 л.с. / Бензин,механика,внедорожник 5 дв.,полный,зелёный
7 800 000 ₽,Nissan Z,2024,8км,3.0 л / 400 л.с. / Бензин,автомат,купе,задний,чёрный
4 700 000 ₽,Toyota Land Cruiser Prado 150 Series Рестайлинг 2,2018,75000км,2.7 л / 163 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
3 700 000 ₽,Toyota Sienna III Рестайлинг 2,2018,65000км,3.5 л / 296 л.с. / Бензин,автомат,минивэн,передний,чёрный
2 200 000 ₽,Toyota Alphard I,2005,224000км,3.0 л / 220 л.с. / Бензин,автомат,минивэн,передний,белый
500 000 ₽,Subaru Impreza II Рестайлинг 1,2002,100000км,1.5 л / 100 л.с. / Бензин,автомат,универсал 5 дв.,передний,серый
2 968 000 ₽,Volvo V90 Cross Country I,2017,127000км,2.0 л / 249 л.с. / Бензин,автомат,универсал 5 дв.,полный,чёрный
5 999 000 ₽,BMW X1 Long 25Li xDrive III (U11/U12),2024,50км,2.0 л / 204 л.с. / Бензин,робот,внедорожник 5 дв.,полный,чёрный
,Kia Optima IV Рестайлинг,2019,209000км,2.4 л / 188 л.с. / Бензин,автомат,седан,передний,синий
1 240 000 ₽,Hyundai ix35 I,2011,198923км,2.0 л / 184 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
2 449 000 ₽,Volkswagen Touareg II Рестайлинг,2016,175000км,3.0 л / 245 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,синий
1 450 000 ₽,Nissan Patrol IV (Y60),1991,450000км,2.8 л / 92 л.с. / Дизель,механика,внедорожник 5 дв.,полный,белый
370 000 ₽,Mazda Demio II (DY),2004,208000км,1.4 л / 91 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,серебристый
1 600 000 ₽,Lada (ВАЗ) Niva I Рестайлинг (Travel),2024,1205км,1.7 л / 83 л.с. / Бензин,механика,внедорожник 5 дв.,полный,чёрный
4 600 000 ₽,Exeed VX I Рестайлинг,2023,16000км,2.0 л / 249 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
3 650 000 ₽,Volkswagen Teramont X I,2020,23088км,2.0 л / 220 л.с. / Бензин,робот,внедорожник 5 дв.,полный,чёрный
1 300 000 ₽,Hyundai Equus II Рестайлинг,2013,200000км,3.8 л / 334 л.с. / Бензин,автомат,седан,задний,чёрный
4 999 000 ₽,Toyota Land Cruiser Prado 150 Series Рестайлинг 1,2017,38530км,2.8 л / 177 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,зелёный
2 393 000 ₽,Kia Sorento Prime III Prime,2017,204629км,2.2 л / 200 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
350 000 ₽,Mazda Axela I,2003,110000км,1.5 л / 114 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,серый
1 950 000 ₽,Nissan Xterra II,2007,200000км,4.0 л / 265 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
3 000 009 ₽,Honda Odyssey V Рестайлинг 2,2022,36000км,2.4 л / 175 л.с. / Бензин,вариатор,минивэн,передний,чёрный
1 785 000 ₽,Mercedes-Benz S-Класс 350 V (W221) Рестайлинг,2009,287536км,3.5 л / 272 л.с. / Бензин,автомат,седан,полный,чёрный
8 990 000 ₽,Mercedes-Benz SL-Класс AMG 55 AMG II (R230),2003,24000км,5.4 л / 500 л.с. / Бензин,автомат,родстер,задний,серебристый
1 495 000 ₽,Chery Tiggo 4 I Рестайлинг,2019,44362км,2.0 л / 122 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,синий
280 000 ₽,Toyota Platz,2000,299999км,1.3 л / 88 л.с. / Бензин,механика,седан,полный,серебристый
578 000 ₽,Chevrolet Niva I Рестайлинг,2013,67100км,1.7 л / 80 л.с. / Бензин,механика,внедорожник 5 дв.,полный,зелёный
730 000 ₽,Audi A6 II (C5) Рестайлинг,2002,339000км,3.0 л / 220 л.с. / Бензин,механика,седан,передний,чёрный
650 000 ₽,Infiniti G35 III,2002,270000км,3.5 л / 260 л.с. / Бензин,автомат,седан,задний,чёрный
2 990 000 ₽,BMW X2 xDrive20d I (F39),2018,74188км,2.0 л / 190 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,синий
400 000 ₽,Peugeot 407,2004,209000км,2.2 л / 160 л.с. / Бензин,автомат,универсал 5 дв.,передний,чёрный
1 350 000 ₽,Mitsubishi Outlander III Рестайлинг 2,2017,168000км,2.0 л / 146 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,чёрный
150 000 ₽,Иж 2126 «Ода» 4x4,2003,200000км,1.7 л / 85 л.с. / Бензин,механика,хэтчбек 5 дв.,полный,зелёный
220 000 ₽,Nissan Sunny B14,1995,268267км,1.3 л / 85 л.с. / Бензин,автомат,седан,передний,серый
135 000 ₽,Lada (ВАЗ) 2110,2004,70000км,1.5 л / 94 л.с. / Бензин,механика,седан,передний,серый
1 650 000 ₽,Subaru Forester IV,2013,200000км,2.5 л / 171 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серебристый
450 000 ₽,Great Wall Hover,2008,271000км,2.4 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,чёрный
450 000 ₽,Renault Espace IV,2003,200000км,1.9 л / 120 л.с. / Дизель,механика,минивэн,передний,серебристый
3 870 000 ₽,Tank 300 I,2024,1800км,2.0 л / 220 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный
4 414 349 ₽,Subaru WRX II,2022,29188км,2.4 л / 275 л.с. / Бензин,механика,седан,полный,красный
2 850 000 ₽,Volvo XC40 I,2018,61000км,1.5 л / 156 л.с. / Бензин,механика,внедорожник 5 дв.,передний,чёрный
2 300 000 ₽,Dodge Charger VII (LD) Рестайлинг,2020,160000км,3.6 л / 296 л.с. / Бензин,автомат,седан,задний,красный
400 000 ₽,Toyota Vista IV (V40),1997,354000км,1.8 л / 125 л.с. / Бензин,автомат,седан-хардтоп,передний,серый
12 990 000 ₽,Mercedes-Benz EQS AMG 53 AMG DYNAMIC PLUS,2022,5900км,762 л.с. / 560 кВт / Электро,Заряд на 526 км,лифтбек,полный,серый
3 999 000 ₽,Hyundai Santa Fe IV Рестайлинг,2023,36164км,2.5 л / 180 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
620 000 ₽,Audi A6 II (C5),1998,359000км,1.8 л / 150 л.с. / Бензин,механика,седан,передний,синий
550 000 ₽,Subaru Forester I Рестайлинг,2002,143000км,2.5 л / 165 л.с. / Бензин,автомат,универсал 5 дв.,полный,серый
1 888 325 ₽,Hyundai Sonata VIII (DN8),2020,45000км,1.6 л / 183 л.с. / Бензин,автомат,седан,передний,пурпурный
990 000 ₽,Toyota Wish I Рестайлинг,2005,216374км,1.8 л / 125 л.с. / Бензин,автомат,компактвэн,полный,серый
115 000 ₽,Lada (ВАЗ) 2107,1995,150000км,1.6 л / 75 л.с. / Бензин,механика,седан,задний,бежевый
100 000 ₽,Renault Safrane I,1994,449000км,2.2 л / 137 л.с. / Бензин,механика,лифтбек,передний,пурпурный
1 640 000 ₽,Mercedes-Benz GLK-Класс 220 CDI I (X204),2011,132833км,2.1 л / 170 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
1 700 000 ₽,Toyota RAV4 III (XA30) Рестайлинг,2010,170000км,2.0 л / 158 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,золотистый
1 490 000 ₽,Toyota Premio II (T26),2009,112123км,1.8 л / 136 л.с. / Бензин,вариатор,седан,передний,серебристый
4 114 469 ₽,Ford F-150 Raptor CrewCab SVT Raptor XII,2014,66500км,6.1 л / 411 л.с. / Бензин,автомат,пикап двойная кабина,полный,чёрный
,BMW M6 III (F06/F13/F12),2013,32901км,4.4 л / 560 л.с. / Бензин,робот,купе,задний,оранжевый
1 450 000 ₽,Subaru Levorg I,2016,215000км,1.6 л / 170 л.с. / Бензин,вариатор,универсал 5 дв.,полный,серый
865 000 ₽,Land Rover Freelander II,2007,184000км,2.2 л / 160 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
10 000 000 ₽,Lexus LX 450d III Рестайлинг 2,2020,111000км,4.5 л / 272 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
3 099 000 ₽,BMW X5 M50d III (F15),2013,225000км,3.0 л / 381 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,синий
980 000 ₽,Mitsubishi Pajero Sport I Рестайлинг,2007,433026км,3.0 л / 170 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
275 000 ₽,Mitsubishi Mirage V,1999,230000км,1.3 л / 75 л.с. / Бензин,автомат,хэтчбек 3 дв.,передний,белый
2 779 000 ₽,GAC GS3,2024,28км,1.5 л / 170 л.с. / Бензин,робот,внедорожник 5 дв.,передний,серый
,Mercedes-Benz EQS SUV 450+,2022,15000км,360 л.с. / 265 кВт / Электро,Заряд на 541 км,внедорожник 5 дв.,задний,чёрный
,Zeekr 001 100 kWh I Рестайлинг,2025,1км,422 л.с. / 310 кВт / Электро,Заряд на 750 км,лифтбек,задний,голубой
2 980 000 ₽,Volkswagen Tiguan Allspace II,2019,77000км,2.0 л / 187 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
2 400 000 ₽,Mini Hatch Cooper S III (F55/F56) Рестайлинг,2020,37683км,2.0 л / 192 л.с. / Бензин,робот,хэтчбек 3 дв.,передний,бежевый
831 556 ₽,Volkswagen Touareg I,2004,283889км,2.5 л / 174 л.с. / Дизель,механика,внедорожник 5 дв.,полный,серый
703 450 ₽,Opel Astra J Рестайлинг,2013,137216км,1.4 л / 140 л.с. / Бензин,автомат,универсал 5 дв.,передний,коричневый
1 670 000 ₽,Skoda Superb III,2019,175972км,1.4 л / 150 л.с. / Бензин,робот,лифтбек,передний,белый
,Infiniti FX45 I (S50),2003,77000км,4.5 л / 315 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,коричневый
2 100 000 ₽,Mazda 3 IV (BP),2022,27000км,2.0 л / 190 л.с. / Бензин,автомат,седан,передний,белый
430 000 ₽,Lada (ВАЗ) Granta I,2015,63670км,1.6 л / 87 л.с. / Бензин,механика,лифтбек,передний,серебристый
387 000 ₽,Nissan Almera II (N16),2001,330000км,1.8 л / 114 л.с. / Бензин,автомат,седан,передний,серый
700 000 ₽,Nissan Murano I (Z50),2003,220000км,3.5 л / 248 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серый
1 490 000 ₽,Volkswagen Touareg I Рестайлинг,2007,218300км,3.0 л / 224 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
,Mercedes-Benz GLC 250 I (X253),2017,170000км,2.0 л / 211 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
2 852 002 ₽,Audi A6 45 TFSI Long V (C8),2022,26521км,2.0 л / 224 л.с. / Бензин,робот,седан,полный,чёрный
70 000 ₽,Lada (ВАЗ) 2111,2004,280000км,1.5 л / 79 л.с. / Бензин,механика,универсал 5 дв.,передний,зелёный
2 394 000 ₽,Mercedes-Benz A-Класс 220 IV (W177),2021,43000км,2.0 л / 190 л.с. / Бензин,робот,седан,полный,белый
520 000 ₽,Ford Fusion I,2005,239000км,1.4 л / 80 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,серебристый
2 100 000 ₽,Mercedes-Benz Vito 113 CDI L2 II (W639) Рестайлинг,2013,160000км,2.1 л / 136 л.с. / Дизель,механика,минивэн,задний,серебристый
450 000 ₽,УАЗ 3151 31514,1999,120000км,2.5 л / 76 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серый
3 620 000 ₽,Mercedes-Benz A-Класс AMG 35 AMG II (W177),2021,18407км,2.0 л / 306 л.с. / Бензин,робот,хэтчбек 5 дв.,полный,чёрный
5 250 000 ₽,Zeekr 001 100 kWh I,2024,14000км,544 л.с. / 400 кВт / Электро,Заряд на 656 км,лифтбек,полный,серый
,Lexus RX 350 IV,2019,31600км,3.5 л / 300 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный
3 000 000 ₽,Mercedes-Benz GL-Класс AMG 63 AMG,2014,190000км,5.5 л / 557 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
579 999 ₽,Kia Rio II Рестайлинг,2009,191179км,1.4 л / 97 л.с. / Бензин,автомат,седан,передний,серебристый
1 450 000 ₽,Volkswagen Caravelle SWB T5 Рестайлинг,2010,260000км,2.0 л / 140 л.с. / Дизель,механика,минивэн,передний,чёрный
165 000 ₽,Lada (ВАЗ) 2110,2001,239000км,1.5 л / 73 л.с. / Бензин,механика,седан,передний,пурпурный
1 000 000 ₽,Toyota Allion II,2007,191000км,1.5 л / 109 л.с. / Бензин,вариатор,седан,передний,белый
,Volvo XC90 5 Geartronic I Рестайлинг,2012,402189км,2.5 л / 210 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,коричневый
1 050 000 ₽,Jaguar XF I,2008,246000км,3.0 л / 238 л.с. / Бензин,автомат,седан,задний,красный
460 000 ₽,Ford Maverick II,2005,242000км,2.3 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серый
950 000 ₽,Volkswagen Tiguan I,2008,244000км,1.4 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий
400 000 ₽,Toyota Mark II VII (X90),1995,375000км,2.0 л / 135 л.с. / Бензин,автомат,седан,задний,белый
1 380 000 ₽,BMW X5 3.0si II (E70),2007,250000км,3.0 л / 264 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 530 000 ₽,BMW X5 3.0d I (E53) Рестайлинг,2004,366245км,3.0 л / 218 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
14 999 999 ₽,Спортивные авто и реплики Спортпрототип,1997,9089км,2.0 л / 250 л.с. / Бензин,робот,родстер,задний,чёрный
1 850 000 ₽,BMW X3 28i xDrive II (F25),2013,158000км,2.0 л / 245 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
350 000 ₽,Toyota Town Ace II Рестайлинг 3,1994,100000км,2.2 л / 88 л.с. / Дизель,механика,компактвэн,задний,белый
950 000 ₽,ТагАЗ Tager,2010,180000км,2.3 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий
2 760 000 ₽,Volkswagen Golf VIII,2022,26297км,2.0 л / 150 л.с. / Дизель,робот,хэтчбек 5 дв.,передний,чёрный
1 250 000 ₽,Nissan Teana II Рестайлинг,2012,155000км,2.5 л / 182 л.с. / Бензин,вариатор,седан,передний,чёрный
1 499 000 ₽,Chevrolet Captiva I Рестайлинг 2,2014,224337км,2.4 л / 167 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 350 000 ₽,Nissan X-Trail II Рестайлинг,2011,193000км,2.5 л / 170 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серый
275 000 ₽,Renault Logan II,2015,400000км,1.6 л / 82 л.с. / Бензин,механика,седан,передний,белый
2 380 000 ₽,Kia K5 III,2020,23000км,2.0 л / 195 л.с. / Гибрид,автомат,седан,передний,серебристый
650 000 ₽,Toyota Camry V (XV30),2002,321502км,2.4 л / 152 л.с. / Бензин,автомат,седан,передний,зелёный
210 000 ₽,Kia Avella,1997,235000км,1.5 л / 92 л.с. / Бензин,механика,седан,передний,синий
1 420 000 ₽,Volkswagen Tiguan I Рестайлинг,2014,63000км,2.0 л / 170 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
770 000 ₽,Subaru Impreza III,2007,320000км,2.0 л / 150 л.с. / Бензин,автомат,хэтчбек 5 дв.,полный,чёрный
1 720 000 ₽,Opel Astra K Рестайлинг,2020,151000км,1.5 л / 122 л.с. / Дизель,автомат,хэтчбек 5 дв.,передний,серый
11 610 000 ₽,BMW 7 серии 740i xDrive VII (G70),2024,5954км,3.0 л / 380 л.с. / Бензин,автомат,седан,полный,серебристый
1 669 990 ₽,Geely Atlas I,2018,75069км,2.4 л / 149 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
,Toyota Venza II,2022,20000км,2.0 л / 171 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,белый
2 550 000 ₽,Jaecoo J7,2023,397км,1.6 л / 186 л.с. / Бензин,робот,внедорожник 5 дв.,передний,зелёный
435 000 ₽,"Mercedes-Benz E-Класс 200 II (W210, S210)",1999,325000км,2.0 л / 136 л.с. / Бензин,автомат,седан,задний,серебристый
875 000 ₽,"Toyota Corolla Fielder XI (E160, E170, E180)",2014,31700км,1.5 л / 103 л.с. / Бензин,вариатор,универсал 5 дв.,полный,чёрный
959 000 ₽,Renault Duster I Рестайлинг,2018,106000км,1.6 л / 114 л.с. / Бензин,механика,внедорожник 5 дв.,передний,серый
3 100 000 ₽,Toyota Tacoma II,2007,170000км,4.0 л / 245 л.с. / Бензин,механика,пикап двойная кабина,полный,белый
744 936 ₽,Volkswagen Touareg I,2003,230000км,4.9 л / 313 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
4 650 000 ₽,Hyundai Palisade I,2022,52000км,2.2 л / 200 л.с. / Дизель,автомат,внедорожник 5 дв.,передний,белый
169 800 ₽,Toyota Corolla VIII (E110),1997,300000км,1.3 л / 85 л.с. / Бензин,механика,лифтбек,передний,синий
1 100 000 ₽,MG 6 II Рестайлинг,2022,29000км,1.5 л / 181 л.с. / Бензин,робот,лифтбек,передний,зелёный
420 000 ₽,BMW 5 серии 520i IV (E39),1997,316000км,2.0 л / 150 л.с. / Бензин,механика,седан,задний,чёрный
3 800 000 ₽,Hongqi HS3,2024,34км,2.0 л / 245 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,зелёный
2 900 000 ₽,Geely Cityray,2024,5000км,1.5 л / 147 л.с. / Бензин,робот,внедорожник 5 дв.,передний,белый
300 000 ₽,Volkswagen Passat B5 Рестайлинг,2002,244000км,1.8 л / 150 л.с. / Бензин,автомат,седан,передний,синий
300 000 ₽,УАЗ Patriot 3163 I,2006,175944км,2.7 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий
7 536 000 ₽,Toyota Highlander IV (U70),2024,100км,3.5 л / 249 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
2 680 000 ₽,Honda CR-V V Рестайлинг,2021,42000км,1.5 л / 193 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серый
880 000 ₽,Citroen C-Crosser,2011,155000км,2.0 л / 147 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,чёрный
755 000 ₽,Kia Rio III Рестайлинг,2015,159000км,1.4 л / 107 л.с. / Бензин,автомат,седан,передний,белый
1 850 000 ₽,Hyundai Kona I,2018,63570км,2.0 л / 149 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,красный
350 000 ₽,Lada (ВАЗ) 2105,1990,20000км,1.3 л / 63 л.с. / Бензин,механика,седан,задний,белый
1 019 000 ₽,Ford Focus III Рестайлинг,2016,140421км,1.6 л / 105 л.с. / Бензин,механика,седан,передний,синий
2 257 000 ₽,Chery Arrizo 8,2023,21826км,1.6 л / 186 л.с. / Бензин,робот,седан,передний,белый
2 530 000 ₽,Kia Sorento IV,2020,95670км,2.5 л / 179 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,серый
,"BMW 4 серии 420i G22, G23, G26",2022,22000км,2.0 л / 184 л.с. / Бензин,автомат,купе,задний,белый
8 000 000 ₽,Mercedes-Benz G-Класс AMG 63 AMG I (W463) Рестайлинг 3,2016,92000км,5.5 л / 571 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
360 000 ₽,Ford Focus II,2007,200000км,1.6 л / 100 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серебристый
550 000 ₽,Chevrolet Lacetti I,2012,253000км,1.4 л / 94 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,чёрный
150 000 ₽,Lada (ВАЗ) 2107,2000,60000км,1.6 л / 75 л.с. / Бензин,механика,седан,задний,белый
990 065 ₽,Subaru Outback III Рестайлинг,2006,292000км,2.5 л / 165 л.с. / Бензин,механика,универсал 5 дв.,полный,серебристый
525 000 ₽,Mazda Tribute I,2000,152300км,3.0 л / 197 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,пурпурный
84 999 ₽,Lada (ВАЗ) 2110,2005,200000км,1.6 л / 81 л.с. / Бензин,механика,седан,передний,серебристый
300 000 ₽,Hyundai Starex I Рестайлинг,2003,241000км,2.5 л / 145 л.с. / Дизель,автомат,минивэн,задний,чёрный
,Mercedes-Benz AMG GT 63 S I Рестайлинг,2021,41350км,4.0 л / 639 л.с. / Бензин,робот,лифтбек,полный,серый
5 200 000 ₽,Toyota Crown Crossover XVI (S230),2023,17000км,2.5 л / 236 л.с. / Гибрид,вариатор,фастбек,полный,коричневый
4 400 000 ₽,BMW X6 40d II (F16),2016,211832км,3.0 л / 313 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
550 000 ₽,Chevrolet Cruze I,2012,212000км,1.6 л / 109 л.с. / Бензин,механика,седан,передний,белый
900 000 ₽,Volkswagen Tiguan I,2010,271254км,1.4 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серый
512 000 ₽,"Toyota Corolla IX (E120, E130)",2002,438577км,1.6 л / 110 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,чёрный
105 000 ₽,Ford Scorpio I,1990,200000км,2.0 л / 101 л.с. / Бензин,автомат,седан,задний,пурпурный
1 250 000 ₽,"Mercedes-Benz E-Класс 200 III (W211, S211)",2005,300000км,2.2 л / 122 л.с. / Дизель,механика,седан,задний,серебристый
1 500 000 ₽,Nissan Elgrand II (E51),2005,250000км,2.5 л / 186 л.с. / Бензин,автомат,минивэн,задний,чёрный
3 500 000 ₽,Lexus LX 470 II Рестайлинг,2005,230000км,4.7 л / 234 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
950 000 ₽,Opel Vivaro A Рестайлинг,2007,377142км,2.0 л / 115 л.с. / Дизель,механика,фургон,передний,серебристый
4 700 700 ₽,Mercedes-Benz CLS 450 III (C257),2021,30000км,3.0 л / 367 л.с. / Бензин,автомат,седан,полный,чёрный
1 850 000 ₽,Land Rover Range Rover Sport I Рестайлинг,2011,145000км,5.0 л / 510 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
2 952 000 ₽,Toyota Camry VIII (XV70) Рестайлинг,2022,38000км,2.5 л / 209 л.с. / Бензин,автомат,седан,передний,бежевый
1 180 000 ₽,Nissan Qashqai+2 I Рестайлинг,2010,199000км,1.6 л / 117 л.с. / Бензин,механика,внедорожник 5 дв.,передний,чёрный
550 000 ₽,Opel Omega B Рестайлинг,2000,221592км,2.0 л / 136 л.с. / Бензин,механика,седан,задний,серый
6 979 389 ₽,Porsche Macan S I Рестайлинг,2021,17920км,3.0 л / 354 л.с. / Бензин,робот,внедорожник 5 дв.,полный,голубой
600 000 ₽,Hyundai i30 I,2009,240000км,1.4 л / 109 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,красный
2 900 000 ₽,Audi A8 Long III (D4) Рестайлинг,2016,187000км,3.0 л / 310 л.с. / Бензин,автомат,седан,полный,чёрный
1 349 000 ₽,Volkswagen Tiguan I Рестайлинг,2012,148221км,2.0 л / 140 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
1 230 000 ₽,Changan Alsvin,2023,24424км,1.5 л / 98 л.с. / Бензин,робот,седан,передний,серый
2 700 000 ₽,Subaru BRZ II,2023,24000км,2.4 л / 231 л.с. / Бензин,механика,купе,задний,синий
80 000 ₽,Lada (ВАЗ) 1111 Ока КамАЗ,2004,14400км,0.8 л / 33 л.с. / Бензин,механика,хэтчбек 3 дв.,передний,синий
3 350 000 ₽,Volkswagen Touareg II Рестайлинг,2014,175000км,3.0 л / 204 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
3 800 000 ₽,BMW 5 серии 530e VII (G30/G31) Рестайлинг,2021,28100км,2.0 л / 292 л.с. / Гибрид,автомат,седан,задний,серый
750 000 ₽,Renault Duster I,2013,195130км,1.6 л / 102 л.с. / Бензин,механика,внедорожник 5 дв.,передний,коричневый
940 000 ₽,SsangYong Actyon II,2011,170000км,2.0 л / 149 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
2 400 000 ₽,Mercedes-Benz GL-Класс 350 CDI BlueTEC II (X166),2013,281800км,3.0 л / 258 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
1 650 000 ₽,Toyota Camry VII (XV50),2013,224000км,2.5 л / 181 л.с. / Бензин,автомат,седан,передний,чёрный
1 990 000 ₽,Subaru Impreza WRX STi II Рестайлинг 2,2005,207000км,2.5 л / 280 л.с. / Бензин,механика,седан,полный,синий
390 000 ₽,Subaru Forester I Рестайлинг,2000,428000км,2.5 л / 165 л.с. / Бензин,автомат,универсал 5 дв.,полный,чёрный
1 050 000 ₽,Volkswagen Tiguan I,2010,250000км,2.0 л / 140 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
16 900 000 ₽,Porsche 911 Carrera 4S VIII (992),2019,34127км,3.0 л / 450 л.с. / Бензин,робот,кабриолет,полный,красный
1 450 000 ₽,Land Rover Discovery III,2008,215200км,2.7 л / 190 л.с. / Дизель,механика,внедорожник 5 дв.,полный,серебристый
1 126 000 ₽,Land Rover Freelander II,2009,194887км,2.2 л / 160 л.с. / Дизель,механика,внедорожник 5 дв.,полный,синий
2 150 012 ₽,Jeep Cherokee V (KL) Рестайлинг,2021,82000км,2.4 л / 180 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 250 000 ₽,Mazda 6 II (GH) Рестайлинг,2012,191500км,2.0 л / 147 л.с. / Бензин,механика,седан,передний,серый
1 295 000 ₽,Toyota Camry VI (XV40) Рестайлинг,2010,260593км,2.4 л / 167 л.с. / Бензин,автомат,седан,передний,чёрный
130 000 ₽,Lada (ВАЗ) 2115,2002,130000км,1.5 л / 76 л.с. / Бензин,механика,седан,передний,зелёный
1 479 000 ₽,Chery Tiggo 4 Pro I,2023,15743км,1.5 л / 147 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,белый
1 275 000 ₽,Citroen C-Crosser,2012,127812км,2.4 л / 170 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,белый
1 790 000 ₽,Evolute i-JOY,2023,25000км,163 л.с. / 120 кВт / Электро,Заряд на 407 км,внедорожник 5 дв.,передний,синий
2 150 000 ₽,Lexus ES 250 VI,2013,191000км,2.5 л / 184 л.с. / Бензин,автомат,седан,передний,серый
8 000 000 ₽,Lexus LX 450d III Рестайлинг 2,2017,139000км,4.5 л / 272 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
80 000 ₽,Toyota Camry V30,1994,25000км,1.8 л / 125 л.с. / Бензин,автомат,седан,передний,чёрный
299 000 ₽,Renault Symbol I Рестайлинг 2,2006,165000км,1.4 л / 75 л.с. / Бензин,механика,седан,передний,белый
260 000 ₽,Toyota Caldina I Рестайлинг,1995,200000км,2.0 л / 73 л.с. / Дизель,механика,универсал 5 дв.,передний,белый
2 510 000 ₽,Mercedes-Benz GLC 250 I (X253),2016,195000км,2.0 л / 211 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
